traceId,traceTime,startTime,endTime,parentId,childId,childOperation,parentOperation,childMS,childPod,parentMS,parentPod,parentDuration,childDuration
151e8ea44a5cf41c,1695943858153000,1695943858155005,1695943858155010,9d6ec3aaef254481,ce2c6bd72fac5f9e,compose_media_server,compose_media_client,media-service,media-service,compose-post-service,compose-post-service,346,5
151e8ea44a5cf41c,1695943858153000,1695943858155314,1695943858156506,317e052bb8246b9f,0c14fb5e51336812,compose_text_server,compose_text_client,text-service,text-service,compose-post-service,compose-post-service,1294,1192
151e8ea44a5cf41c,1695943858153000,1695943858156694,1695943858156934,a6fb4f3f3c32675f,3b942fb10d346b70,store_post_server,store_post_client,post-storage-service,post-storage-service,compose-post-service,compose-post-service,353,240
151e8ea44a5cf41c,1695943858153000,1695943858157081,1695943858157500,ff537b8454cc807d,e42151dfba257c00,write_user_timeline_server,write_user_timeline_client,user-timeline-service,user-timeline-service,compose-post-service,compose-post-service,522,419
151e8ea44a5cf41c,1695943858153000,1695943858157605,1695943858158085,7c9c8111e37dd9c7,a7583c7e200715a7,write_home_timeline_server,write_home_timeline_client,home-timeline-service,home-timeline-service,compose-post-service,compose-post-service,576,480
151e8ea44a5cf41c,1695943858153000,1695943858154331,1695943858154499,77254e9f088634fc,f0490cc8814f0527,compose_creator_client,compose_post_server,compose-post-service,compose-post-service,compose-post-service,compose-post-service,3870,168
151e8ea44a5cf41c,1695943858153000,1695943858154679,1695943858154791,77254e9f088634fc,4c0e8c7f77cfc57a,compose_unique_id_client,compose_post_server,compose-post-service,compose-post-service,compose-post-service,compose-post-service,3870,112
151e8ea44a5cf41c,1695943858153000,1695943858154846,1695943858155192,77254e9f088634fc,9d6ec3aaef254481,compose_media_client,compose_post_server,compose-post-service,compose-post-service,compose-post-service,compose-post-service,3870,346
151e8ea44a5cf41c,1695943858153000,1695943858155255,1695943858156549,77254e9f088634fc,317e052bb8246b9f,compose_text_client,compose_post_server,compose-post-service,compose-post-service,compose-post-service,compose-post-service,3870,1294
151e8ea44a5cf41c,1695943858153000,1695943858156621,1695943858156974,77254e9f088634fc,a6fb4f3f3c32675f,store_post_client,compose_post_server,compose-post-service,compose-post-service,compose-post-service,compose-post-service,3870,353
151e8ea44a5cf41c,1695943858153000,1695943858157014,1695943858157536,77254e9f088634fc,ff537b8454cc807d,write_user_timeline_client,compose_post_server,compose-post-service,compose-post-service,compose-post-service,compose-post-service,3870,522
151e8ea44a5cf41c,1695943858153000,1695943858157555,1695943858158131,77254e9f088634fc,7c9c8111e37dd9c7,write_home_timeline_client,compose_post_server,compose-post-service,compose-post-service,compose-post-service,compose-post-service,3870,576
151e8ea44a5cf41c,1695943858153000,1695943858155664,1695943858156011,3f9acba1894151b7,2acbd106e51c68cc,url_mongo_insert_client,compose_urls_server,url-shorten-service,url-shorten-service,url-shorten-service,url-shorten-service,423,347
151e8ea44a5cf41c,1695943858153000,1695943858157097,1695943858157388,e42151dfba257c00,b1dd60946905873b,write_user_timeline_mongo_insert_client,write_user_timeline_server,user-timeline-service,user-timeline-service,user-timeline-service,user-timeline-service,419,291
151e8ea44a5cf41c,1695943858153000,1695943858157401,1695943858157497,e42151dfba257c00,89847c671c3c983e,write_user_timeline_redis_update_client,write_user_timeline_server,user-timeline-service,user-timeline-service,user-timeline-service,user-timeline-service,419,96
151e8ea44a5cf41c,1695943858153000,1695943858154269,1695943858158139,9fdd5add6a96ac1b,77254e9f088634fc,compose_post_server,compose_post_client,compose-post-service,compose-post-service,nginx-web-server,nginx-thrift,4188,3870
151e8ea44a5cf41c,1695943858153000,1695943858154076,1695943858158264,9bd765198f414f52,9fdd5add6a96ac1b,compose_post_client,/wrk2-api/post/compose,nginx-web-server,nginx-thrift,nginx-web-server,nginx-thrift,4311,4188
151e8ea44a5cf41c,1695943858153000,1695943858153991,1695943858158302,151e8ea44a5cf41c,9bd765198f414f52,/wrk2-api/post/compose,/wrk2-api/post/compose,nginx-web-server,nginx-thrift,nginx-web-server,nginx-thrift,5303,4311
151e8ea44a5cf41c,1695943858153000,1695943858155619,1695943858156042,b64ea3af5d98066a,3f9acba1894151b7,compose_urls_server,compose_urls_client,url-shorten-service,url-shorten-service,text-service,text-service,549,423
151e8ea44a5cf41c,1695943858153000,1695943858155633,1695943858156390,71ab850f38ba6989,37e2b05295806961,compose_user_mentions_server,compose_user_mentions_client,user-mention-service,user-mention-service,text-service,text-service,870,757
151e8ea44a5cf41c,1695943858153000,1695943858155547,1695943858156096,0c14fb5e51336812,b64ea3af5d98066a,compose_urls_client,compose_text_server,text-service,text-service,text-service,text-service,1192,549
151e8ea44a5cf41c,1695943858153000,1695943858155560,1695943858156430,0c14fb5e51336812,71ab850f38ba6989,compose_user_mentions_client,compose_text_server,text-service,text-service,text-service,text-service,1192,870
17178dd2c6305035,1695943858177000,1695943858178287,1695943858178593,734660ca4764b1da,4394b55317794467,compose_user_mentions_mongo_find_client,compose_user_mentions_server,user-mention-service,user-mention-service,user-mention-service,user-mention-service,594,306
17178dd2c6305035,1695943858177000,1695943858178019,1695943858178267,734660ca4764b1da,6878355ef4dc5dea,compose_user_mentions_memcached_get_client,compose_user_mentions_server,user-mention-service,user-mention-service,user-mention-service,user-mention-service,594,248
17178dd2c6305035,1695943858177000,1695943858179895,1695943858179966,5f522c3af57599fa,404d1f057055b3b5,social_graph_redis_get_client,get_followers_server,social-graph-service,social-graph-service,social-graph-service,social-graph-service,348,71
17178dd2c6305035,1695943858177000,1695943858179979,1695943858180228,5f522c3af57599fa,c1e29a34e0e375eb,social_graph_mongo_find_client,get_followers_server,social-graph-service,social-graph-service,social-graph-service,social-graph-service,348,249
17178dd2c6305035,1695943858177000,1695943858180306,1695943858180313,ee8900b845bce931,d465d98484d15ec1,write_home_timeline_redis_update_client,write_home_timeline_server,home-timeline-service,home-timeline-service,home-timeline-service,home-timeline-service,474,7
17178dd2c6305035,1695943858177000,1695943858179842,1695943858180294,ee8900b845bce931,6780380ed3db8853,get_followers_client,write_home_timeline_server,home-timeline-service,home-timeline-service,home-timeline-service,home-timeline-service,474,452
17178dd2c6305035,1695943858177000,1695943858179891,1695943858180239,6780380ed3db8853,5f522c3af57599fa,get_followers_server,get_followers_client,social-graph-service,social-graph-service,home-timeline-service,home-timeline-service,452,348
17178dd2c6305035,1695943858177000,1695943858178985,1695943858179194,ba063e279730b549,416766e249a24809,post_storage_mongo_insert_client,store_post_server,post-storage-service,post-storage-service,post-storage-service,post-storage-service,230,209
17178dd2c6305035,1695943858177000,1695943858177690,1695943858177702,a6c8e6be8618015f,f6ec7f49f11a0b1c,compose_unique_id_server,compose_unique_id_client,unique-id-service,unique-id-service,compose-post-service,compose-post-service,146,12
17178dd2c6305035,1695943858177000,1695943858177900,1695943858177907,42b5faedfc660059,dd1b1c0c02a73bca,compose_media_server,compose_media_client,media-service,media-service,compose-post-service,compose-post-service,755,7
17178dd2c6305035,1695943858177000,1695943858177644,1695943858178714,30fb3237683f3d70,3314f6f24478e08f,compose_text_server,compose_text_client,text-service,text-service,compose-post-service,compose-post-service,1233,1070
17178dd2c6305035,1695943858177000,1695943858178735,1695943858178741,3d5b8e9d5805e8d9,6f6eb1013f6d9d1e,compose_creator_server,compose_creator_client,user-service,user-service,compose-post-service,compose-post-service,171,6
17178dd2c6305035,1695943858177000,1695943858178971,1695943858179201,0b0d0f1cb9452762,ba063e279730b549,store_post_server,store_post_client,post-storage-service,post-storage-service,compose-post-service,compose-post-service,333,230
17178dd2c6305035,1695943858177000,1695943858179323,1695943858179737,03bf8e38cc554ae5,ef30065c3062af22,write_user_timeline_server,write_user_timeline_client,user-timeline-service,user-timeline-service,compose-post-service,compose-post-service,498,414
17178dd2c6305035,1695943858177000,1695943858179841,1695943858180315,73efefa15395194e,ee8900b845bce931,write_home_timeline_server,write_home_timeline_client,home-timeline-service,home-timeline-service,compose-post-service,compose-post-service,566,474
17178dd2c6305035,1695943858177000,1695943858177626,1695943858177772,f07b0d2c5f159631,a6c8e6be8618015f,compose_unique_id_client,compose_post_server,compose-post-service,compose-post-service,compose-post-service,compose-post-service,2835,146
17178dd2c6305035,1695943858177000,1695943858177836,1695943858178591,f07b0d2c5f159631,42b5faedfc660059,compose_media_client,compose_post_server,compose-post-service,compose-post-service,compose-post-service,compose-post-service,2835,755
17178dd2c6305035,1695943858177000,1695943858177578,1695943858178811,f07b0d2c5f159631,30fb3237683f3d70,compose_text_client,compose_post_server,compose-post-service,compose-post-service,compose-post-service,compose-post-service,2835,1233
17178dd2c6305035,1695943858177000,1695943858178667,1695943858178838,f07b0d2c5f159631,3d5b8e9d5805e8d9,compose_creator_client,compose_post_server,compose-post-service,compose-post-service,compose-post-service,compose-post-service,2835,171
17178dd2c6305035,1695943858177000,1695943858178907,1695943858179240,f07b0d2c5f159631,0b0d0f1cb9452762,store_post_client,compose_post_server,compose-post-service,compose-post-service,compose-post-service,compose-post-service,2835,333
17178dd2c6305035,1695943858177000,1695943858179273,1695943858179771,f07b0d2c5f159631,03bf8e38cc554ae5,write_user_timeline_client,compose_post_server,compose-post-service,compose-post-service,compose-post-service,compose-post-service,2835,498
17178dd2c6305035,1695943858177000,1695943858179790,1695943858180356,f07b0d2c5f159631,73efefa15395194e,write_home_timeline_client,compose_post_server,compose-post-service,compose-post-service,compose-post-service,compose-post-service,2835,566
17178dd2c6305035,1695943858177000,1695943858178056,1695943858178397,dfa2cbc54fa2290b,cd11ffed6e4556bc,url_mongo_insert_client,compose_urls_server,url-shorten-service,url-shorten-service,url-shorten-service,url-shorten-service,414,341
17178dd2c6305035,1695943858177000,1695943858179652,1695943858179735,ef30065c3062af22,b6a62ff5a450179c,write_user_timeline_redis_update_client,write_user_timeline_server,user-timeline-service,user-timeline-service,user-timeline-service,user-timeline-service,414,83
17178dd2c6305035,1695943858177000,1695943858179336,1695943858179640,ef30065c3062af22,c82bfa4c738ff67b,write_user_timeline_mongo_insert_client,write_user_timeline_server,user-timeline-service,user-timeline-service,user-timeline-service,user-timeline-service,414,304
17178dd2c6305035,1695943858177000,1695943858177531,1695943858180366,d588ddeacfbea7fb,f07b0d2c5f159631,compose_post_server,compose_post_client,compose-post-service,compose-post-service,nginx-web-server,nginx-thrift,3109,2835
17178dd2c6305035,1695943858177000,1695943858177344,1695943858180453,92aa5f4c95c4ed15,d588ddeacfbea7fb,compose_post_client,/wrk2-api/post/compose,nginx-web-server,nginx-thrift,nginx-web-server,nginx-thrift,3261,3109
17178dd2c6305035,1695943858177000,1695943858177244,1695943858180505,17178dd2c6305035,92aa5f4c95c4ed15,/wrk2-api/post/compose,/wrk2-api/post/compose,nginx-web-server,nginx-thrift,nginx-web-server,nginx-thrift,3506,3261
17178dd2c6305035,1695943858177000,1695943858178011,1695943858178605,af2105d8d2105189,734660ca4764b1da,compose_user_mentions_server,compose_user_mentions_client,user-mention-service,user-mention-service,text-service,text-service,703,594
17178dd2c6305035,1695943858177000,1695943858177946,1695943858178649,3314f6f24478e08f,af2105d8d2105189,compose_user_mentions_client,compose_text_server,text-service,text-service,text-service,text-service,1070,703
17178dd2c6305035,1695943858177000,1695943858177910,1695943858178503,3314f6f24478e08f,4221ffd96d7be79b,compose_urls_client,compose_text_server,text-service,text-service,text-service,text-service,1070,593
17178dd2c6305035,1695943858177000,1695943858178010,1695943858178424,4221ffd96d7be79b,dfa2cbc54fa2290b,compose_urls_server,compose_urls_client,url-shorten-service,url-shorten-service,text-service,text-service,593,414
314e4a4367a0ce38,1695943858324000,1695943858325714,1695943858326173,6b3d56f70bb4a5ee,3a9596680461c66d,compose_user_mentions_memcached_get_client,compose_user_mentions_server,user-mention-service,user-mention-service,user-mention-service,user-mention-service,858,459
314e4a4367a0ce38,1695943858324000,1695943858326221,1695943858326532,6b3d56f70bb4a5ee,f22c235441490072,compose_user_mentions_mongo_find_client,compose_user_mentions_server,user-mention-service,user-mention-service,user-mention-service,user-mention-service,858,311
314e4a4367a0ce38,1695943858324000,1695943858328649,1695943858328720,e94742d7d24fdda8,4e83dc43e29d9b2a,social_graph_redis_get_client,get_followers_server,social-graph-service,social-graph-service,social-graph-service,social-graph-service,361,71
314e4a4367a0ce38,1695943858324000,1695943858328734,1695943858328997,e94742d7d24fdda8,709ac305f191fe13,social_graph_mongo_find_client,get_followers_server,social-graph-service,social-graph-service,social-graph-service,social-graph-service,361,263
314e4a4367a0ce38,1695943858324000,1695943858328645,1695943858329006,eb13937c72cd9ade,e94742d7d24fdda8,get_followers_server,get_followers_client,social-graph-service,social-graph-service,home-timeline-service,home-timeline-service,530,361
314e4a4367a0ce38,1695943858324000,1695943858328596,1695943858329126,d3854f579dee067f,eb13937c72cd9ade,get_followers_client,write_home_timeline_server,home-timeline-service,home-timeline-service,home-timeline-service,home-timeline-service,552,530
314e4a4367a0ce38,1695943858324000,1695943858329137,1695943858329144,d3854f579dee067f,54f70ec786984211,write_home_timeline_redis_update_client,write_home_timeline_server,home-timeline-service,home-timeline-service,home-timeline-service,home-timeline-service,552,7
314e4a4367a0ce38,1695943858324000,1695943858327687,1695943858327918,bc041329f1128baa,c46b4475c762ef4b,post_storage_mongo_insert_client,store_post_server,post-storage-service,post-storage-service,post-storage-service,post-storage-service,254,231
314e4a4367a0ce38,1695943858324000,1695943858324900,1695943858324907,f908f5a6d9054619,918b57ef6feddf0d,compose_media_server,compose_media_client,media-service,media-service,compose-post-service,compose-post-service,155,7
314e4a4367a0ce38,1695943858324000,1695943858325307,1695943858327039,d2dc8457fe1760c4,f071f031307ccf88,compose_text_server,compose_text_client,text-service,text-service,compose-post-service,compose-post-service,1880,1732
314e4a4367a0ce38,1695943858324000,1695943858327432,1695943858327439,6bf36c0c3a23dc3d,c102aeedde5c74c2,compose_creator_server,compose_creator_client,user-service,user-service,compose-post-service,compose-post-service,137,7
314e4a4367a0ce38,1695943858324000,1695943858327393,1695943858327408,4571cdd4897368ae,901aa55138859fe3,compose_unique_id_server,compose_unique_id_client,unique-id-service,unique-id-service,compose-post-service,compose-post-service,217,15
314e4a4367a0ce38,1695943858324000,1695943858327671,1695943858327925,fee8f78ce0b3f0c9,bc041329f1128baa,store_post_server,store_post_client,post-storage-service,post-storage-service,compose-post-service,compose-post-service,374,254
314e4a4367a0ce38,1695943858324000,1695943858328062,1695943858328468,2aa3cb8a03bbaf58,854d5b44b83741c1,write_user_timeline_server,write_user_timeline_client,user-timeline-service,user-timeline-service,compose-post-service,compose-post-service,511,406
314e4a4367a0ce38,1695943858324000,1695943858328594,1695943858329146,37c62d7c9c58aeb7,d3854f579dee067f,write_home_timeline_server,write_home_timeline_client,home-timeline-service,home-timeline-service,compose-post-service,compose-post-service,695,552
314e4a4367a0ce38,1695943858324000,1695943858324833,1695943858324988,c6a94db8cd1207b3,f908f5a6d9054619,compose_media_client,compose_post_server,compose-post-service,compose-post-service,compose-post-service,compose-post-service,4502,155
314e4a4367a0ce38,1695943858324000,1695943858325228,1695943858327108,c6a94db8cd1207b3,d2dc8457fe1760c4,compose_text_client,compose_post_server,compose-post-service,compose-post-service,compose-post-service,compose-post-service,4502,1880
314e4a4367a0ce38,1695943858324000,1695943858327363,1695943858327500,c6a94db8cd1207b3,6bf36c0c3a23dc3d,compose_creator_client,compose_post_server,compose-post-service,compose-post-service,compose-post-service,compose-post-service,4502,137
314e4a4367a0ce38,1695943858324000,1695943858327316,1695943858327533,c6a94db8cd1207b3,4571cdd4897368ae,compose_unique_id_client,compose_post_server,compose-post-service,compose-post-service,compose-post-service,compose-post-service,4502,217
314e4a4367a0ce38,1695943858324000,1695943858327603,1695943858327977,c6a94db8cd1207b3,fee8f78ce0b3f0c9,store_post_client,compose_post_server,compose-post-service,compose-post-service,compose-post-service,compose-post-service,4502,374
314e4a4367a0ce38,1695943858324000,1695943858328011,1695943858328522,c6a94db8cd1207b3,2aa3cb8a03bbaf58,write_user_timeline_client,compose_post_server,compose-post-service,compose-post-service,compose-post-service,compose-post-service,4502,511
314e4a4367a0ce38,1695943858324000,1695943858328542,1695943858329237,c6a94db8cd1207b3,37c62d7c9c58aeb7,write_home_timeline_client,compose_post_server,compose-post-service,compose-post-service,compose-post-service,compose-post-service,4502,695
314e4a4367a0ce38,1695943858324000,1695943858325754,1695943858326590,f283ebe5cb19020e,856a861a5d7d335b,url_mongo_insert_client,compose_urls_server,url-shorten-service,url-shorten-service,url-shorten-service,url-shorten-service,946,836
314e4a4367a0ce38,1695943858324000,1695943858328076,1695943858328358,854d5b44b83741c1,c70368285ba7eb11,write_user_timeline_mongo_insert_client,write_user_timeline_server,user-timeline-service,user-timeline-service,user-timeline-service,user-timeline-service,406,282
314e4a4367a0ce38,1695943858324000,1695943858328370,1695943858328466,854d5b44b83741c1,1de1525a798d279d,write_user_timeline_redis_update_client,write_user_timeline_server,user-timeline-service,user-timeline-service,user-timeline-service,user-timeline-service,406,96
314e4a4367a0ce38,1695943858324000,1695943858324742,1695943858329244,7a6d9aded49e912e,c6a94db8cd1207b3,compose_post_server,compose_post_client,compose-post-service,compose-post-service,nginx-web-server,nginx-thrift,5098,4502
314e4a4367a0ce38,1695943858324000,1695943858324205,1695943858329303,16c8c99374b95bb0,7a6d9aded49e912e,compose_post_client,/wrk2-api/post/compose,nginx-web-server,nginx-thrift,nginx-web-server,nginx-thrift,5302,5098
314e4a4367a0ce38,1695943858324000,1695943858324040,1695943858329342,314e4a4367a0ce38,16c8c99374b95bb0,/wrk2-api/post/compose,/wrk2-api/post/compose,nginx-web-server,nginx-thrift,nginx-web-server,nginx-thrift,5342,5302
314e4a4367a0ce38,1695943858324000,1695943858325706,1695943858326652,58e9b303b3207e79,f283ebe5cb19020e,compose_urls_server,compose_urls_client,url-shorten-service,url-shorten-service,text-service,text-service,1100,946
314e4a4367a0ce38,1695943858324000,1695943858325705,1695943858326563,95e0adbe6a1440b6,6b3d56f70bb4a5ee,compose_user_mentions_server,compose_user_mentions_client,user-mention-service,user-mention-service,text-service,text-service,1323,858
314e4a4367a0ce38,1695943858324000,1695943858325634,1695943858326734,f071f031307ccf88,58e9b303b3207e79,compose_urls_client,compose_text_server,text-service,text-service,text-service,text-service,1732,1100
314e4a4367a0ce38,1695943858324000,1695943858325634,1695943858326957,f071f031307ccf88,95e0adbe6a1440b6,compose_user_mentions_client,compose_text_server,text-service,text-service,text-service,text-service,1732,1323
295e16089b38d132,1695943858335000,1695943858336802,1695943858337264,9915ae1c91cb83d7,b09264ec1c6bca94,compose_user_mentions_memcached_get_client,compose_user_mentions_server,user-mention-service,user-mention-service,user-mention-service,user-mention-service,769,462
295e16089b38d132,1695943858335000,1695943858337302,1695943858337539,9915ae1c91cb83d7,31d91f13596c6777,compose_user_mentions_mongo_find_client,compose_user_mentions_server,user-mention-service,user-mention-service,user-mention-service,user-mention-service,769,237
295e16089b38d132,1695943858335000,1695943858338726,1695943858338786,a1db450abc150a7b,cee259352469080a,social_graph_redis_get_client,get_followers_server,social-graph-service,social-graph-service,social-graph-service,social-graph-service,822,60
295e16089b38d132,1695943858335000,1695943858338798,1695943858339535,a1db450abc150a7b,08a16f0157b6f5ff,social_graph_mongo_find_client,get_followers_server,social-graph-service,social-graph-service,social-graph-service,social-graph-service,822,737
295e16089b38d132,1695943858335000,1695943858338722,1695943858339544,81ff41df9897fe28,a1db450abc150a7b,get_followers_server,get_followers_client,social-graph-service,social-graph-service,home-timeline-service,home-timeline-service,928,822
295e16089b38d132,1695943858335000,1695943858338678,1695943858339606,982fce184d8250c0,81ff41df9897fe28,get_followers_client,write_home_timeline_server,home-timeline-service,home-timeline-service,home-timeline-service,home-timeline-service,979,928
295e16089b38d132,1695943858335000,1695943858339635,1695943858339650,982fce184d8250c0,1734b90a47e1c968,write_home_timeline_redis_update_client,write_home_timeline_server,home-timeline-service,home-timeline-service,home-timeline-service,home-timeline-service,979,15
295e16089b38d132,1695943858335000,1695943858337836,1695943858338050,db863b5ae072b000,0f05efcafae64472,post_storage_mongo_insert_client,store_post_server,post-storage-service,post-storage-service,post-storage-service,post-storage-service,237,214
295e16089b38d132,1695943858335000,1695943858336319,1695943858336327,1948517720839f2b,1e6a14cbd7fc2a1b,compose_media_server,compose_media_client,media-service,media-service,compose-post-service,compose-post-service,134,8
295e16089b38d132,1695943858335000,1695943858336698,1695943858336711,c3ed119d10ce367f,b8bc9492403d448f,compose_unique_id_server,compose_unique_id_client,unique-id-service,unique-id-service,compose-post-service,compose-post-service,143,13
295e16089b38d132,1695943858335000,1695943858336515,1695943858336521,db2ae846027ef699,387145fb9fcfa99d,compose_creator_server,compose_creator_client,user-service,user-service,compose-post-service,compose-post-service,953,6
295e16089b38d132,1695943858335000,1695943858336271,1695943858337650,b308ae7c0b71484c,9d141a895b13f064,compose_text_server,compose_text_client,text-service,text-service,compose-post-service,compose-post-service,1483,1379
295e16089b38d132,1695943858335000,1695943858337821,1695943858338058,e9e085cbdb710fbc,db863b5ae072b000,store_post_server,store_post_client,post-storage-service,post-storage-service,compose-post-service,compose-post-service,341,237
295e16089b38d132,1695943858335000,1695943858338676,1695943858339655,4b74123768ac9a6e,982fce184d8250c0,write_home_timeline_server,write_home_timeline_client,home-timeline-service,home-timeline-service,compose-post-service,compose-post-service,1061,979
295e16089b38d132,1695943858335000,1695943858336254,1695943858336388,3187ea4f98e248d9,1948517720839f2b,compose_media_client,compose_post_server,compose-post-service,compose-post-service,compose-post-service,compose-post-service,3534,134
295e16089b38d132,1695943858335000,1695943858336631,1695943858336774,3187ea4f98e248d9,c3ed119d10ce367f,compose_unique_id_client,compose_post_server,compose-post-service,compose-post-service,compose-post-service,compose-post-service,3534,143
295e16089b38d132,1695943858335000,1695943858336438,1695943858337391,3187ea4f98e248d9,db2ae846027ef699,compose_creator_client,compose_post_server,compose-post-service,compose-post-service,compose-post-service,compose-post-service,3534,953
295e16089b38d132,1695943858335000,1695943858336206,1695943858337689,3187ea4f98e248d9,b308ae7c0b71484c,compose_text_client,compose_post_server,compose-post-service,compose-post-service,compose-post-service,compose-post-service,3534,1483
295e16089b38d132,1695943858335000,1695943858337757,1695943858338098,3187ea4f98e248d9,e9e085cbdb710fbc,store_post_client,compose_post_server,compose-post-service,compose-post-service,compose-post-service,compose-post-service,3534,341
295e16089b38d132,1695943858335000,1695943858338629,1695943858339690,3187ea4f98e248d9,4b74123768ac9a6e,write_home_timeline_client,compose_post_server,compose-post-service,compose-post-service,compose-post-service,compose-post-service,3534,1061
295e16089b38d132,1695943858335000,1695943858338128,1695943858338611,3187ea4f98e248d9,f0f64ccb69617b82,write_user_timeline_client,compose_post_server,compose-post-service,compose-post-service,compose-post-service,compose-post-service,3534,483
295e16089b38d132,1695943858335000,1695943858338177,1695943858338577,f0f64ccb69617b82,48e526513fedc835,write_user_timeline_server,write_user_timeline_client,user-timeline-service,user-timeline-service,compose-post-service,compose-post-service,483,400
295e16089b38d132,1695943858335000,1695943858336691,1695943858337120,133baff1ad8f5670,76737887e034001d,url_mongo_insert_client,compose_urls_server,url-shorten-service,url-shorten-service,url-shorten-service,url-shorten-service,580,429
295e16089b38d132,1695943858335000,1695943858338477,1695943858338574,48e526513fedc835,aa1e995bc504a67c,write_user_timeline_redis_update_client,write_user_timeline_server,user-timeline-service,user-timeline-service,user-timeline-service,user-timeline-service,400,97
295e16089b38d132,1695943858335000,1695943858338190,1695943858338466,48e526513fedc835,4a618e2559d227ff,write_user_timeline_mongo_insert_client,write_user_timeline_server,user-timeline-service,user-timeline-service,user-timeline-service,user-timeline-service,400,276
295e16089b38d132,1695943858335000,1695943858336165,1695943858339699,a17c51923a4ee4e5,3187ea4f98e248d9,compose_post_server,compose_post_client,compose-post-service,compose-post-service,nginx-web-server,nginx-thrift,3807,3534
295e16089b38d132,1695943858335000,1695943858335957,1695943858339764,82d73499e9e09747,a17c51923a4ee4e5,compose_post_client,/wrk2-api/post/compose,nginx-web-server,nginx-thrift,nginx-web-server,nginx-thrift,3981,3807
295e16089b38d132,1695943858335000,1695943858335847,1695943858339828,295e16089b38d132,82d73499e9e09747,/wrk2-api/post/compose,/wrk2-api/post/compose,nginx-web-server,nginx-thrift,nginx-web-server,nginx-thrift,4828,3981
295e16089b38d132,1695943858335000,1695943858336648,1695943858337228,d8dbe4b6a09f15cd,133baff1ad8f5670,compose_urls_server,compose_urls_client,url-shorten-service,url-shorten-service,text-service,text-service,700,580
295e16089b38d132,1695943858335000,1695943858336792,1695943858337561,ceca58234c7752c5,9915ae1c91cb83d7,compose_user_mentions_server,compose_user_mentions_client,user-mention-service,user-mention-service,text-service,text-service,1012,769
295e16089b38d132,1695943858335000,1695943858336568,1695943858337268,9d141a895b13f064,d8dbe4b6a09f15cd,compose_urls_client,compose_text_server,text-service,text-service,text-service,text-service,1379,700
295e16089b38d132,1695943858335000,1695943858336586,1695943858337598,9d141a895b13f064,ceca58234c7752c5,compose_user_mentions_client,compose_text_server,text-service,text-service,text-service,text-service,1379,1012
1cf2692b955e2b34,1695943858339000,1695943858340262,1695943858340798,06db5c792c3585d1,9bb2b1c4445d4b4c,compose_user_mentions_memcached_get_client,compose_user_mentions_server,user-mention-service,user-mention-service,user-mention-service,user-mention-service,806,536
1cf2692b955e2b34,1695943858339000,1695943858340817,1695943858341035,06db5c792c3585d1,cc8e9b9e3263cac8,compose_user_mentions_mongo_find_client,compose_user_mentions_server,user-mention-service,user-mention-service,user-mention-service,user-mention-service,806,218
